datetime,Ta_2m,Huma_2m,Ta_10m,Huma_10m,water_vol_soil,Ts,heatflux_soil,Windspeed_2m,Windspeed_10m,rad_lw_out,CNR4TK,rad_lw,To_0m_K ,To_0m_C,rad_bil
30.06.2017 23:40,12.14,95.2,13.16,87,0.345,16.01,0.9014441,0.472,0.701,-5.911,284.3,364.5,283.2,10.0,-40.66
30.06.2017 23:45,12.12,95.6,13.2,87.4,0.345,15.98,0.8129001,0.536,0.721,-6.634,284.3,363.8,283.0,9.9,-39.98
30.06.2017 23:50,12.11,95.6,13.17,86.9,0.345,15.94,0.7694845,0.489,0.676,-5.437,284.3,365.0,283.3,10.1,-30.79
30.06.2017 23:55,12.17,96.1,13.2,87.2,0.345,15.92,0.6757979,0.523,0.453,-3.94,284.4,367.0,283.6,10.5,-23.59
,,,,,,,,,,,, , , ,
14.11.2017 00:05,-0.617,100,0.871,100,0.58,5.33,-10.37355,0.459,0.829,-1.748,271.7,307.2,271.3,-1.8,-11.62
14.11.2017 00:10,-0.735,100,0.705,100,0.58,5.321,-10.39869,0.361,0.547,-1.823,271.5,306.3,271.1,-2.1,-12.82
14.11.2017 00:15,-0.638,100,0.562,100,0.58,5.324,-10.45009,0.562,0.658,-1.748,271.4,305.9,271.0,-2.1,-12.31
14.11.2017 00:20,-0.562,100,0.525,100,0.58,5.294,-10.47808,0.5,0.74,-1.922,271.5,306.2,271.1,-2.1,-11.87
14.11.2017 00:25,-0.777,100,0.427,100,0.58,5.31,-10.52491,0.313,0.271,-1.847,271.4,305.8,271.0,-2.2,-12.81
14.11.2017 00:30,-0.671,100,0.207,100,0.58,5.291,-10.54091,0.26,0.197,-1.947,271.4,305.7,271.0,-2.2,-12.43
14.11.2017 00:35,-0.835,100,0.035,100,0.58,5.286,-10.59231,0.473,0.383,-1.823,271.3,305.3,270.9,-2.3,-11.99
14.11.2017 00:40,-1.041,100,-0.144,100,0.58,5.272,-10.59974,0.225,0.333,-1.798,271.2,304.9,270.8,-2.3,-12.94
14.11.2017 00:45,-1.104,100,-0.006,100,0.58,5.278,-10.62658,0.414,0.681,-1.698,271,304.1,270.6,-2.5,-12.05
14.11.2017 00:50,-1.162,100,0.108,100,0.58,5.268,-10.65971,0.46,0.446,-2.322,271,303.5,270.5,-2.7,-8.44
14.11.2017 00:55,-1.206,100,-0.142,100,0.58,5.253,-10.67685,0.325,0.42,-1.673,271,304.1,270.6,-2.5,-9.51
14.11.2017 01:00,-1.034,100,-0.003,100,0.58,5.255,-10.72996,0.611,0.581,-1.698,271,304.1,270.6,-2.5,-7.178
14.11.2017 01:05,-1.048,100,0.012,100,0.58,5.251,-10.75681,0.445,0.32,-1.748,271,304.1,270.6,-2.5,-7.473
14.11.2017 01:10,-1.007,100,-0.068,100,0.58,5.227,-10.80993,0.393,0.356,-1.847,271,304.0,270.6,-2.6,-6.412
14.11.2017 01:15,-1.109,100,-0.126,100,0.58,5.223,-10.80536,0.673,0.714,-0.749,271,305.1,270.8,-2.3,-7.868
14.11.2017 01:20,-1.103,100,0.161,100,0.58,5.199,-10.8482,0.424,0.958,-1.049,271.2,305.7,271.0,-2.2,-6.943
14.11.2017 01:25,-1.195,100,-0.101,100,0.58,5.207,-10.86476,0.305,0.833,-1.673,271.1,304.6,270.7,-2.4,-6.006
14.11.2017 01:30,-1.258,100,-0.173,100,0.58,5.21,-10.89218,0.277,0.191,-1.698,270.9,303.7,270.5,-2.6,-7.125
14.11.2017 01:35,-1.302,100,-0.47,100,0.58,5.19,-10.93387,0.329,0.23,-1.623,270.7,302.8,270.3,-2.8,-5.547
14.11.2017 01:40,-1.378,100,-0.56,100,0.58,5.174,-10.96814,0.355,0.399,-1.573,270.7,302.9,270.3,-2.8,-5.245
14.11.2017 01:45,-1.294,100,-0.272,100,0.58,5.165,-11.01326,0.316,0.467,-1.498,270.6,302.5,270.3,-2.9,-5.241
14.11.2017 01:50,-1.44,100,-0.293,100,0.58,5.168,-11.05096,0.243,0.327,-1.448,270.6,302.6,270.3,-2.9,-6.39
14.11.2017 01:55,-1.498,100,-0.363,100,0.58,5.159,-11.07152,0.336,0.448,-1.348,270.6,302.7,270.3,-2.9,-5.132
14.11.2017 02:00,-1.588,100,-0.38,100,0.58,5.16,-11.0898,0.191,0.242,-1.373,270.4,301.7,270.1,-3.1,-5.625
14.11.2017 02:05,-1.546,100,-0.446,100,0.58,5.157,-11.12578,0.512,0.403,-1.248,270.4,301.9,270.1,-3.0,-4.019
14.11.2017 02:10,-1.487,100,-0.431,100,0.58,5.142,-11.14235,0.212,0.077,-1.323,270.4,301.8,270.1,-3.0,-5.272
14.11.2017 02:15,-1.488,100,-0.547,100,0.58,5.123,-11.17547,0.342,0.375,-1.398,270.4,301.7,270.1,-3.1,-4.668
14.11.2017 02:20,-1.468,100,-0.615,100,0.58,5.109,-11.23202,0.22,0.209,-1.273,270.4,301.8,270.1,-3.0,-4.642
14.11.2017 02:25,-1.547,100,-0.793,100,0.58,5.1,-11.26286,0.225,0.141,-1.248,270.3,301.4,270.0,-3.1,-1.673
14.11.2017 02:30,-1.656,100,-0.938,100,0.58,5.107,-11.26972,0.204,0.267,-1.273,270.3,301.4,270.0,-3.1,3.931
14.11.2017 02:35,-1.748,100,-1.03,100,0.58,5.083,-11.27715,0.263,0.215,-1.248,270.3,301.4,270.0,-3.1,-3.514
14.11.2017 02:40,-1.69,100,-1.162,100,0.58,5.086,-11.32801,0.27,0.185,-1.198,270.2,301.0,269.9,-3.2,-3.197
14.11.2017 02:45,-1.789,100,-1.196,100,0.58,5.07,-11.36688,0.25,0.178,-0.949,270.2,301.3,270.0,-3.2,-3.258
14.11.2017 02:50,-1.821,100,-1.165,100,0.58,5.063,-11.40975,0.141,0.219,-0.799,270.2,301.4,270.0,-3.1,-2.612
14.11.2017 02:55,-1.956,100,-1.263,100,0.58,5.061,-11.46231,0.25,0.239,-0.749,270.1,301.0,269.9,-3.2,-3.561
14.11.2017 03:00,-1.997,100,-1.277,100,0.58,5.036,-11.46059,0.428,0.536,-0.3,270.1,301.5,270.0,-3.1,-0.5
14.11.2017 03:05,-1.836,100,-1.089,100,0.58,5.022,-11.51313,0.335,0.353,-0.25,270.5,303.3,270.4,-2.7,1.748
14.11.2017 03:10,-1.904,100,-1.13,100,0.58,5.023,-11.54968,0.199,0.253,-0.175,270.6,303.8,270.6,-2.6,0.976
14.11.2017 03:15,-1.692,100,-1.04,100,0.58,5,-11.58394,0.349,0.344,-0.1,270.9,305.3,270.9,-2.3,2.061
14.11.2017 03:20,-1.499,100,-0.815,100,0.58,5.011,-11.62105,0.143,0.275,-0.25,271.2,306.5,271.1,-2.0,1.679
14.11.2017 03:25,-1.332,100,-0.717,100,0.58,5.007,-11.64331,0.311,0.375,-0.1,271.4,307.5,271.4,-1.8,2.006
14.11.2017 03:30,-1.236,100,-0.685,100,0.58,4.998,-11.65244,0.306,0.366,-0.25,271.6,308.3,271.5,-1.6,1.543
14.11.2017 03:35,-1.039,100,-0.315,100,0.58,5.008,-11.72212,0.622,0.957,-0.25,271.8,309.2,271.7,-1.4,1.531
14.11.2017 03:40,-0.711,100,-0.043,100,0.58,4.996,-11.7718,0.668,0.745,-0.25,272.1,310.6,272.0,-1.1,0.938
14.11.2017 03:45,-0.784,100,-0.269,100,0.58,4.991,-11.80893,0.362,0.454,-0.25,272.3,311.5,272.2,-0.9,1.065
14.11.2017 03:50,-0.735,100,-0.32,100,0.58,4.966,-11.84491,0.25,0.43,-0.25,272.3,311.5,272.2,-0.9,1.12
14.11.2017 03:55,-0.645,100,-0.243,100,0.58,4.983,-11.8906,0.375,0.393,-0.25,272.4,311.9,272.3,-0.8,1.083
14.11.2017 04:00,-0.575,100,-0.238,100,0.58,4.995,-11.93515,0.318,0.42,-0.25,272.5,312.4,272.4,-0.7,0.427
14.11.2017 04:05,-0.638,100,-0.311,100,0.58,4.996,-11.97342,0.263,0.253,-0.25,272.5,312.4,272.4,-0.7,0.115
14.11.2017 04:10,-0.679,100,-0.368,100,0.58,4.992,-11.99798,0.08,0.144,-0.25,272.5,312.4,272.4,-0.7,-0.214
14.11.2017 04:15,-0.678,100,-0.367,100,0.58,4.996,-12.04253,0.16,0.237,-0.25,272.4,311.9,272.3,-0.8,-0.501
14.11.2017 04:20,-0.668,100,-0.285,100,0.58,5.008,-12.06938,0.261,0.309,-0.25,272.3,311.5,272.2,-0.9,-3.174
14.11.2017 04:25,-0.737,100,-0.389,100,0.58,4.985,-12.08937,0.316,0.368,-0.25,272.1,310.6,272.0,-1.1,-5.942
14.11.2017 04:30,-0.892,100,-0.498,100,0.58,4.998,-12.07966,0.176,0.277,-0.325,271.7,308.7,271.6,-1.5,-5.553
14.11.2017 04:35,-1.047,100,-0.637,100,0.58,5,-12.12535,0.156,0.109,-0.25,271.4,307.4,271.3,-1.8,-3.88
14.11.2017 04:40,-1.246,100,-0.802,100,0.58,4.994,-12.1225,0.22,0.162,-0.25,271.4,307.4,271.3,-1.8,-0.199
14.11.2017 04:45,-1.269,100,-0.565,100,0.58,4.986,-12.13906,0.468,0.82,0.025,271.5,308.1,271.5,-1.6,0.765
14.11.2017 04:50,-1.16,100,-0.325,100,0.58,4.996,-12.14534,0.308,0.312,-0.2,271.7,308.8,271.7,-1.5,0.093
14.11.2017 04:55,-1.088,100,-0.416,100,0.58,4.981,-12.13278,0.285,0.309,-0.075,271.8,309.4,271.8,-1.4,0.794
14.11.2017 05:00,-0.917,100,-0.303,100,0.58,4.994,-12.15505,0.204,0.182,-0.125,271.9,309.8,271.9,-1.3,0.356
14.11.2017 05:05,-0.8,100,-0.197,100,0.58,4.992,-12.15105,0.218,0.228,-0.25,272,310.1,271.9,-1.2,0.051
14.11.2017 05:10,-0.707,100,-0.156,100,0.58,4.98,-12.14591,0.187,0.216,-0.25,272.1,310.6,272.0,-1.1,0.676
14.11.2017 05:15,-0.619,100,-0.094,100,0.58,5.003,-12.13963,0.198,0.244,-0.25,272.2,311.0,272.1,-1.0,0.545
14.11.2017 05:20,-0.589,100,-0.059,100,0.58,5,-12.18018,0.113,0.156,-0.25,272.2,311.0,272.1,-1.0,-0.434
14.11.2017 05:25,-0.554,100,-0.085,100,0.58,4.984,-12.14363,0.136,0.074,-0.25,272.3,311.5,272.2,-0.9,0.28
14.11.2017 05:30,-0.529,100,-0.099,100,0.58,4.993,-12.14134,0.129,0.116,-0.25,272.3,311.5,272.2,-0.9,-0.09
14.11.2017 05:35,-0.486,100,-0.108,100,0.58,4.989,-12.15105,0.169,0.155,-0.25,272.4,311.9,272.3,-0.8,0.784
14.11.2017 05:40,-0.475,100,-0.119,100,0.58,5.005,-12.13963,0.207,0.223,-0.25,272.5,312.4,272.4,-0.7,0.166
14.11.2017 05:45,-0.48,100,-0.118,100,0.58,5.004,-12.13849,0.136,0.16,-0.25,272.5,312.4,272.4,-0.7,-0.119
14.11.2017 05:50,-0.476,100,-0.118,100,0.58,4.994,-12.1362,0.174,0.234,-0.25,272.5,312.4,272.4,-0.7,-2.351
14.11.2017 05:55,-0.52,100,-0.154,100,0.58,5.006,-12.1482,0.214,0.19,-0.25,272.2,311.0,272.1,-1.0,-4.428
14.11.2017 06:00,-0.598,100,-0.259,100,0.58,4.99,-12.13563,0.199,0.167,-0.25,272,310.1,271.9,-1.2,-5.355
14.11.2017 06:05,-0.735,100,-0.35,100,0.58,5.014,-12.12307,0.201,0.26,-0.25,271.7,308.7,271.6,-1.5,-5.755
14.11.2017 06:10,-0.911,100,-0.455,100,0.58,5,-12.11393,0.276,0.282,-0.25,271.4,307.4,271.3,-1.8,-5.47
14.11.2017 06:15,-0.978,100,-0.567,100,0.58,4.994,-12.1145,0.28,0.223,-0.275,271.3,306.9,271.2,-1.9,-5.045
14.11.2017 06:20,-1.097,100,-0.64,100,0.58,4.997,-12.1105,0.19,0.164,-0.25,271.1,306.0,271.0,-2.1,-6.042
14.11.2017 06:25,-1.182,100,-0.744,100,0.58,5.005,-12.09851,0.237,0.224,-0.275,271,305.5,270.9,-2.2,-12.2
14.11.2017 06:30,-1.292,100,-0.79,100,0.58,5.001,-12.09736,0.169,0.195,-0.275,270.8,304.6,270.7,-2.4,-5.871
14.11.2017 06:35,-1.405,100,-0.881,100,0.58,5.008,-12.08137,0.228,0.278,-0.25,270.6,303.8,270.5,-2.6,-3.557
14.11.2017 06:40,-1.459,100,-0.968,100,0.58,4.995,-12.06081,0.185,0.187,-0.25,270.6,303.8,270.5,-2.6,-2.866
14.11.2017 06:45,-1.527,100,-1.031,100,0.58,5.001,-12.05852,0.129,0.189,-0.25,270.4,302.9,270.3,-2.8,-2.091
14.11.2017 06:50,-1.61,100,-1.093,100,0.58,4.992,-12.06138,0.188,0.223,-0.25,270.3,302.4,270.2,-2.9,-1.204
14.11.2017 06:55,-1.64,100,-1.162,100,0.58,4.995,-12.03739,0.218,0.194,-0.25,270.3,302.4,270.2,-2.9,1.486
14.11.2017 07:00,-1.624,100,-1.209,100,0.58,4.982,-11.97114,0.238,0.135,-0.225,270.3,302.4,270.2,-2.9,3.452
14.11.2017 07:05,-1.618,100,-1.268,100,0.58,4.981,-11.98884,0.205,0.146,-0.25,270.3,302.4,270.2,-2.9,4.904
14.11.2017 07:10,-1.655,100,-1.251,100,0.58,4.971,-11.97228,0.182,0.158,-0.175,270.3,302.5,270.3,-2.9,8.96
14.11.2017 07:15,-1.647,100,-1.23,100,0.58,4.974,-11.97285,0.24,0.244,0.25,270.4,303.4,270.5,-2.7,16.79
14.11.2017 07:20,-1.571,100,-1.125,100,0.58,4.959,-11.958,0.309,0.363,0.225,270.7,304.7,270.7,-2.4,18.25
14.11.2017 07:25,-1.493,100,-0.994,100,0.58,4.962,-11.96028,0.222,0.182,0.25,271,306.1,271.1,-2.1,15.93
14.11.2017 07:30,-1.295,100,-0.821,100,0.58,4.96,-11.97285,0.316,0.226,0.25,271.3,307.4,271.4,-1.8,18.42
14.11.2017 07:35,-1.155,100,-0.617,100,0.58,4.951,-11.97856,0.269,0.296,0.2,271.5,308.3,271.5,-1.6,22.33
14.11.2017 07:40,-0.983,100,-0.375,100,0.58,4.964,-11.99398,0.146,0.2,0.075,271.8,309.5,271.8,-1.3,32.44
14.11.2017 07:45,-0.771,100,-0.159,100,0.58,4.95,-11.98884,0.348,0.57,0.125,272.2,311.4,272.2,-0.9,36.72
14.11.2017 07:50,-0.458,100,0.157,100,0.58,4.963,-11.99912,0.408,0.631,0,272.5,312.6,272.5,-0.7,37.65
14.11.2017 07:55,-0.267,100,0.384,100,0.58,4.937,-11.99684,0.184,0.439,-0.225,272.8,313.8,272.8,-0.4,43.54
14.11.2017 08:00,-0.22,100,0.383,100,0.58,4.937,-11.97228,0.153,0.527,-0.1,273,314.8,273.0,-0.2,40.71
14.11.2017 08:05,-0.087,100,0.776,100,0.58,4.953,-11.99284,0.426,0.656,0.1,273,315.0,273.0,-0.1,59.07
14.11.2017 08:10,0.129,100,0.995,100,0.58,4.945,-11.98827,0.363,0.607,0.225,273,315.2,273.0,-0.1,74.05
14.11.2017 08:15,0.314,100,1.211,100,0.58,4.953,-11.99284,0.302,0.377,0.025,273,315.0,273.0,-0.1,81.7
14.11.2017 08:20,0.524,100,1.596,100,0.58,4.958,-11.99455,0.552,0.663,-0.325,273.1,315.1,273.0,-0.1,87.2
14.11.2017 08:25,0.802,100,2.133,100,0.58,4.952,-11.98713,0.585,0.558,0.474,273.2,316.3,273.3,0.2,82.3
14.11.2017 08:30,1.071,100,2.107,100,0.58,4.955,-12.01454,0.407,0.357,0.974,273.4,317.8,273.6,0.5,92.9
14.11.2017 08:35,1.55,100,2.59,100,0.58,4.945,-11.97913,0.427,0.591,1.073,273.8,319.7,274.0,0.9,82.3
14.11.2017 08:40,1.721,100,2.568,100,0.58,4.966,-11.96028,0.651,0.451,0.749,274.3,321.7,274.5,1.3,65.27
14.11.2017 08:45,2.006,100,2.917,100,0.58,4.957,-11.97513,0.401,0.583,0.749,274.7,323.6,274.9,1.7,68.73
14.11.2017 08:50,2.344,100,3.074,100,0.58,4.978,-11.95172,0.66,0.848,0.699,275.1,325.4,275.2,2.1,72.75
14.11.2017 08:55,2.562,100,3.313,99.5,0.58,4.974,-11.92259,0.555,0.826,0.749,275.6,327.9,275.8,2.6,81
14.11.2017 09:00,2.697,100,3.396,97.2,0.58,4.987,-11.88375,0.775,0.773,0.649,276,329.7,276.1,3.0,94.7
14.11.2017 09:05,2.205,100,2.857,97.3,0.58,4.99,-11.8826,1.143,1.353,0.549,276,329.6,276.1,3.0,90.4
14.11.2017 09:10,1.936,100,2.33,97.1,0.58,5.004,-11.8529,0.9,1.344,0.749,275.9,329.3,276.1,2.9,79.14
14.11.2017 09:15,1.843,100,2.138,98.1,0.58,5,-11.8369,0.816,1.071,0.749,275.8,328.8,276.0,2.8,66.64
14.11.2017 09:20,1.844,100,2.174,98.6,0.58,5.018,-11.8026,0.892,1.205,0.324,275.7,327.9,275.8,2.6,25.21
14.11.2017 09:25,1.686,100,1.998,98.4,0.58,5.034,-11.74259,0.879,1.106,0.449,275.6,327.6,275.7,2.5,40.65
14.11.2017 09:30,1.599,100,1.838,98.6,0.579,5.034,-11.72772,0.834,1.223,0.724,275.5,327.4,275.7,2.5,42.24
14.11.2017 09:35,1.576,100,1.779,98.8,0.579,5.058,-11.69801,0.787,1.198,1.298,275.5,327.9,275.8,2.6,82.9
14.11.2017 09:40,1.69,100,1.83,98.8,0.579,5.068,-11.63174,0.706,1.145,1.048,275.6,328.2,275.8,2.7,48.46
14.11.2017 09:45,1.741,100,1.905,98.7,0.579,5.09,-11.58032,0.794,1.073,0.948,275.6,328.1,275.8,2.6,36.69
14.11.2017 09:50,1.744,100,1.936,98.4,0.579,5.102,-11.48206,0.852,1.512,0.474,275.4,326.6,275.5,2.4,25.92
14.11.2017 09:55,1.733,100,2.057,98.3,0.579,5.118,-11.47291,0.872,1.321,0.898,275.4,327.1,275.6,2.4,83.8
14.11.2017 10:00,1.852,100,2.372,97.3,0.579,5.127,-11.44433,0.829,1.318,1.447,275.5,328.1,275.8,2.7,58
14.11.2017 10:05,2.03,100,2.54,96.9,0.579,5.14,-11.31866,0.988,1.347,1.647,275.6,328.8,275.9,2.8,84
14.11.2017 10:10,1.953,100,2.303,97,0.579,5.144,-11.24781,1.133,1.875,1.547,275.7,329.1,276.0,2.9,109.1
14.11.2017 10:15,1.955,100,2.135,98.5,0.579,5.17,-11.21636,1.009,1.541,1.298,275.7,328.9,276.0,2.8,67.33
14.11.2017 10:20,1.99,100,2.146,99,0.579,5.168,-11.15005,0.836,1.613,1.048,275.7,328.6,275.9,2.8,52.19
14.11.2017 10:25,1.999,100,2.1,99.3,0.579,5.185,-11.08717,1.325,1.649,1.148,275.6,328.3,275.8,2.7,68.93
14.11.2017 10:30,2.123,100,2.202,99.7,0.579,5.208,-11.01858,0.892,1.428,1.822,275.7,329.4,276.1,2.9,102.9
14.11.2017 10:35,2.5,100,2.515,99.8,0.579,5.213,-10.93114,0.783,1.146,1.996,276,331.0,276.4,3.3,92.6
14.11.2017 10:40,2.669,100,2.762,99.4,0.579,5.241,-10.86256,0.672,0.969,1.872,276.3,332.3,276.7,3.5,94.2
14.11.2017 10:45,2.732,100,2.902,98.7,0.579,5.252,-10.77915,0.956,1.434,1.996,276.5,333.4,276.9,3.8,131
14.11.2017 10:50,3.039,100,3.138,98.8,0.579,5.259,-10.70377,0.723,1.281,2.421,276.8,335.3,277.3,4.2,151.4
14.11.2017 10:55,3.377,100,3.416,98.4,0.579,5.295,-10.58788,0.843,1.467,2.595,277.2,337.4,277.7,4.6,149.7
14.11.2017 11:00,3.485,100,3.542,97.7,0.579,5.3,-10.53196,0.834,1.283,2.146,277.5,338.4,277.9,4.8,144.2
14.11.2017 11:05,3.697,100,3.666,97.5,0.579,5.311,-10.42465,0.809,1.521,2.57,277.7,339.8,278.2,5.1,200
14.11.2017 11:10,4.065,99.9,3.907,97.5,0.579,5.338,-10.34246,0.873,1.442,2.545,278.1,341.7,278.6,5.5,208.2
14.11.2017 11:15,4.209,99.5,4.059,97.1,0.579,5.368,-10.26196,1.152,1.69,2.246,278.4,342.9,278.9,5.7,172.8
14.11.2017 11:20,4.025,99.2,3.919,97.3,0.579,5.376,-10.15174,1.292,1.825,1.971,278.2,341.6,278.6,5.5,149.8
14.11.2017 11:25,3.992,99.3,3.913,97.5,0.579,5.423,-10.04777,1.187,1.83,1.322,278,340.0,278.3,5.1,78.63
14.11.2017 11:30,3.836,99.5,3.744,97.7,0.579,5.432,-9.951197,1.065,1.799,0.973,277.7,338.2,277.9,4.8,71.64
14.11.2017 11:35,3.728,99.9,3.688,98.5,0.579,5.455,-9.867726,0.909,1.834,1.472,277.6,338.2,277.9,4.8,78.75
14.11.2017 11:40,3.766,100,3.692,98.6,0.579,5.481,-9.806518,1.113,1.888,1.622,277.5,337.9,277.8,4.7,73.2
14.11.2017 11:45,3.819,100,3.791,98.6,0.579,5.503,-9.663084,1.113,1.642,1.522,277.5,337.8,277.8,4.7,56.75
14.11.2017 11:50,3.866,99.9,3.84,98.2,0.579,5.526,-9.536813,0.864,1.481,1.672,277.5,337.9,277.8,4.7,64.56
