datetime,Ta_2m,Huma_2m,Ta_10m,Huma_10m,water_vol_soil,Ts,heatflux_soil,Windspeed_2m,Windspeed_10m,rad_lw_out,CNR4TK,rad_lw,To_0m_K ,To_0m_C,rad_bil
14.11.2017 11:55,4.024,99.9,3.99,97.8,0.579,5.547,-9.441404,0.701,1.641,1.821,277.6,338.5,278.0,4.8,60.78
14.11.2017 12:00,4.239,100,4.2,97.8,0.579,5.564,-9.329442,0.47,1.193,2.021,277.7,339.2,278.1,5.0,56.71
14.11.2017 12:05,4.359,99.5,4.34,97.4,0.579,5.583,-9.208338,0.445,0.939,1.971,277.8,339.7,278.2,5.1,56.53
14.11.2017 12:10,4.499,99.2,4.468,96.7,0.579,5.605,-9.078659,0.454,0.987,2.345,278,341.0,278.5,5.3,92.9
14.11.2017 12:15,4.65,98.3,4.638,96.3,0.579,5.621,-8.936418,0.677,0.806,2.345,278.3,342.5,278.8,5.6,103.3
14.11.2017 12:20,4.829,97.8,4.755,95.7,0.579,5.636,-8.82501,0.723,1.603,2.495,278.5,343.6,279.0,5.9,130.3
14.11.2017 12:25,4.949,97.7,4.798,95.9,0.579,5.651,-8.685613,0.675,1.589,2.37,278.7,344.5,279.2,6.0,113.3
14.11.2017 12:30,5.084,97.4,4.93,95.8,0.579,5.675,-8.573645,0.875,1.53,1.722,278.7,343.8,279.1,5.9,62.27
14.11.2017 12:35,4.978,97,4.884,95.4,0.579,5.689,-8.412008,0.823,1.855,0.773,278.6,342.4,278.8,5.6,34.66
14.11.2017 12:40,4.844,97.1,4.815,95.7,0.579,5.712,-8.299494,1.093,1.6,0.349,278.3,340.5,278.4,5.2,30.02
14.11.2017 12:45,4.86,97.9,4.865,96.2,0.579,5.728,-8.148706,0.76,1.007,0.848,278.2,340.5,278.4,5.2,33.75
14.11.2017 12:50,4.907,97.9,4.95,96.1,0.579,5.759,-8.043034,1.078,1.157,1.771,278.2,341.4,278.6,5.4,56.08
14.11.2017 12:55,5.032,98,5.095,95.9,0.579,5.766,-7.927082,0.695,1.083,2.57,278.4,343.2,278.9,5.8,77.02
14.11.2017 13:00,5.294,97.8,5.345,95.9,0.579,5.778,-7.851683,0.675,0.908,3.643,278.7,345.7,279.4,6.3,101.5
14.11.2017 13:05,5.506,96.8,5.514,94.7,0.579,5.798,-7.697478,1,1.107,3.593,279,347.2,279.7,6.6,121.7
14.11.2017 13:10,5.621,95.8,5.591,94.2,0.579,5.806,-7.563855,0.797,1.488,3.343,279.2,347.9,279.9,6.7,116.1
14.11.2017 13:15,5.808,95.2,5.782,93.6,0.579,5.828,-7.436518,0.956,0.949,2.545,279.4,348.1,279.9,6.8,70.07
14.11.2017 13:20,5.758,94.6,5.727,92.7,0.579,5.843,-7.321735,0.76,1.59,0.699,279.2,345.2,279.3,6.2,36.61
14.11.2017 13:25,5.628,94.1,5.626,92.4,0.579,5.861,-7.224066,0.939,1.381,0.524,279.1,344.6,279.2,6.1,42.02
14.11.2017 13:30,5.65,95.2,5.659,92.9,0.579,5.89,-7.10468,0.835,1.241,1.497,279.1,345.5,279.4,6.3,44.83
14.11.2017 13:35,5.629,94.1,5.654,92.2,0.579,5.892,-6.998998,0.837,1.169,2.146,279.1,346.2,279.5,6.4,66.79
14.11.2017 13:40,5.767,94.1,5.796,91.7,0.579,5.927,-6.908726,0.81,1.355,3.218,279.2,347.8,279.8,6.7,69.05
14.11.2017 13:45,5.843,93.6,5.812,91.9,0.579,5.934,-6.793314,0.81,0.998,1.597,279.3,346.6,279.6,6.5,43.48
14.11.2017 13:50,5.741,93.9,5.752,92.2,0.579,5.942,-6.687039,1.247,1.729,0.249,279.2,344.8,279.3,6.1,30.81
14.11.2017 13:55,5.604,94.1,5.636,92.4,0.579,5.979,-6.588748,1.362,1.874,0.025,279.1,344.1,279.1,6.0,37.48
14.11.2017 14:00,5.552,94.4,5.602,92.7,0.579,5.994,-6.484183,0.948,1.56,1.247,279,344.8,279.3,6.1,41.49
14.11.2017 14:05,5.512,94.4,5.549,92.5,0.579,5.999,-6.368778,1.066,1.627,1.073,279,344.6,279.2,6.1,37.67
14.11.2017 14:10,5.556,95.3,5.58,93.1,0.579,6.011,-6.286518,0.506,0.92,1.921,279,345.5,279.4,6.2,34.97
14.11.2017 14:15,5.645,95.2,5.668,92.8,0.579,6.032,-6.196282,0.652,0.868,2.295,279.1,346.3,279.6,6.4,39.98
14.11.2017 14:20,5.676,94.3,5.703,92.4,0.579,6.038,-6.080924,0.722,1.073,1.946,279.1,346.0,279.5,6.3,39.63
14.11.2017 14:25,5.69,94,5.722,92.4,0.579,6.05,-5.990118,0.628,0.836,0.823,279.1,344.9,279.3,6.1,21.09
14.11.2017 14:30,5.658,94.2,5.697,92.2,0.579,6.053,-5.894749,0.655,0.896,0.2,279.1,344.3,279.1,6.0,19.78
14.11.2017 14:35,5.571,93.8,5.595,91.8,0.579,6.079,-5.799962,0.694,0.961,-0.724,279,342.8,278.9,5.7,5.518
14.11.2017 14:40,5.492,94.2,5.56,92.2,0.579,6.083,-5.703478,0.686,1.114,-2.42,278.8,340.2,278.3,5.2,-13.65
14.11.2017 14:45,5.357,94.8,5.464,92.4,0.579,6.109,-5.632703,0.748,1.172,-2.944,278.6,338.6,278.0,4.8,-13.94
14.11.2017 14:50,5.251,95.5,5.393,92.7,0.579,6.121,-5.569351,0.611,1.227,-2.295,278.4,338.3,277.9,4.8,-6.587
14.11.2017 14:55,5.172,95.7,5.349,93,0.579,6.116,-5.448322,0.799,1.264,-2.196,278.3,337.9,277.8,4.7,-8.48
14.11.2017 15:00,5.123,95.8,5.318,92.8,0.579,6.112,-5.372978,0.822,1.432,-2.794,278.1,336.4,277.5,4.4,-18
14.11.2017 15:05,5,96.4,5.259,93,0.579,6.145,-5.283919,0.798,1.561,-4.74,278,333.9,277.0,3.9,-27.37
14.11.2017 15:10,4.826,96.6,5.165,93.2,0.579,6.139,-5.233116,0.768,1.534,-3.543,277.7,333.7,277.0,3.8,-14.06
14.11.2017 15:15,4.744,96.9,5.086,93.6,0.579,6.161,-5.160033,0.632,1.265,-1.622,277.6,335.1,277.3,4.1,-2.161
14.11.2017 15:20,4.769,96.7,5.057,93.6,0.579,6.139,-5.102361,0.513,0.934,-0.748,277.6,336.0,277.4,4.3,-4.338
14.11.2017 15:25,4.732,96.6,5.005,93.6,0.579,6.156,-5.028689,0.71,1.16,-0.724,277.6,336.0,277.5,4.3,-5.437
14.11.2017 15:30,4.733,96.4,4.961,93.8,0.579,6.15,-4.959578,0.614,1.12,-0.873,277.6,335.8,277.4,4.3,-7.11
14.11.2017 15:35,4.703,96.2,4.936,93.7,0.579,6.167,-4.90816,0.733,0.91,-1.322,277.6,335.4,277.3,4.2,-11.58
14.11.2017 15:40,4.663,96,4.876,93.8,0.579,6.173,-4.866455,0.732,1.04,-1.447,277.6,335.3,277.3,4.2,-11.2
14.11.2017 15:45,4.594,96.2,4.812,94,0.579,6.167,-4.799634,0.386,0.721,-1.871,277.6,334.8,277.2,4.1,-10.78
14.11.2017 15:50,4.566,96.8,4.755,94.4,0.579,6.169,-4.751105,0.41,0.811,-1.896,277.5,334.3,277.1,4.0,-11.43
14.11.2017 15:55,4.486,97.6,4.699,94.7,0.579,6.173,-4.734002,0.456,0.891,-1.996,277.4,333.7,277.0,3.8,-12.51
14.11.2017 16:00,4.396,98.4,4.651,94.9,0.579,6.179,-4.708901,0.467,1.038,-1.996,277.3,333.3,276.9,3.7,-13.76
14.11.2017 16:05,4.307,99,4.613,95.1,0.579,6.187,-4.654659,0.476,0.975,-2.046,277.3,333.2,276.9,3.7,-13.64
14.11.2017 16:10,4.222,99.3,4.584,95.4,0.579,6.184,-4.62782,0.413,0.794,-1.996,277.2,332.8,276.8,3.6,-13.26
14.11.2017 16:15,4.186,99.5,4.559,95.4,0.579,6.19,-4.644961,0.414,0.805,-1.896,277.1,332.4,276.7,3.6,-11.72
14.11.2017 16:20,4.186,99.5,4.587,95.3,0.579,6.18,-4.595864,0.502,0.875,-1.746,277.1,332.5,276.7,3.6,-10.97
14.11.2017 16:25,4.159,99.7,4.602,95.1,0.579,6.185,-4.607879,0.484,0.92,-1.497,277.1,332.8,276.8,3.6,-10.74
14.11.2017 16:30,4.156,99.9,4.593,95.3,0.579,6.19,-4.580478,0.457,0.759,-1.697,277.1,332.6,276.7,3.6,-12.45
14.11.2017 16:35,4.135,99.9,4.551,95.4,0.579,6.197,-4.561053,0.487,0.869,-2.021,277,331.8,276.6,3.4,-16.82
14.11.2017 16:40,4.104,99.6,4.552,95.1,0.579,6.197,-4.550182,0.715,1.409,-1.921,277,331.9,276.6,3.5,-15.55
14.11.2017 16:45,4.098,99.3,4.547,94.7,0.579,6.205,-4.545594,0.5,1.018,-1.746,277,332.1,276.6,3.5,-11.86
14.11.2017 16:50,4.051,99.4,4.498,94.9,0.579,6.191,-4.553584,0.491,0.896,-1.672,276.9,331.7,276.6,3.4,-10.4
14.11.2017 16:55,4.041,99.2,4.434,95.1,0.579,6.186,-4.596994,0.609,1.337,-1.098,276.9,332.2,276.7,3.5,-10.48
14.11.2017 17:00,4.03,98.8,4.353,95.3,0.579,6.202,-4.543882,0.632,1.133,-0.773,276.9,332.6,276.7,3.6,-10.22
14.11.2017 17:05,3.996,98.3,4.266,95.4,0.579,6.183,-4.532456,0.576,1.249,-0.823,276.9,332.5,276.7,3.6,-9.16
14.11.2017 17:10,3.971,98,4.211,95.5,0.578,6.189,-4.562158,0.542,0.998,-0.773,276.9,332.6,276.7,3.6,-9.77
14.11.2017 17:15,3.937,98.5,4.157,95.8,0.578,6.198,-4.565601,0.547,1.344,-0.773,276.9,332.6,276.7,3.6,-9.77
14.11.2017 17:20,3.915,98.7,4.112,96,0.578,6.198,-4.569621,0.363,1.026,-1.098,276.9,332.2,276.7,3.5,-10.16
14.11.2017 17:25,3.873,98.9,4.089,96.1,0.578,6.181,-4.587909,0.564,1.217,-0.699,276.9,332.6,276.8,3.6,-7.381
14.11.2017 17:30,3.858,99.2,4.075,96.2,0.578,6.202,-4.604474,0.478,1.055,-0.374,276.8,332.5,276.7,3.6,-7.413
14.11.2017 17:35,3.854,99.5,4.089,96.1,0.578,6.198,-4.615321,0.545,1.199,-0.524,276.8,332.3,276.7,3.5,-9.67
14.11.2017 17:40,3.825,99.6,4.088,96,0.578,6.2,-4.601036,0.396,0.955,-1.247,276.8,331.6,276.5,3.4,-13.99
14.11.2017 17:45,3.78,99.5,4.058,96.3,0.578,6.208,-4.62445,0.426,0.946,-1.672,276.7,330.7,276.4,3.2,-15.19
14.11.2017 17:50,3.745,99.5,4.026,96.2,0.578,6.209,-4.636444,0.526,1.093,-1.672,276.7,330.7,276.4,3.2,-13.84
14.11.2017 17:55,3.713,99.6,3.989,96.3,0.578,6.196,-4.648436,0.645,1.382,-1.871,276.6,330.0,276.2,3.1,-18.56
14.11.2017 18:00,3.643,99.5,3.939,96.5,0.578,6.205,-4.667284,0.542,1.216,-3.144,276.5,328.3,275.8,2.7,-30
14.11.2017 18:05,3.563,99.4,3.899,96.6,0.578,6.202,-4.691282,0.6,1.338,-3.992,276.4,326.9,275.6,2.4,-38.69
14.11.2017 18:10,3.469,99.3,3.863,96.6,0.578,6.201,-4.668452,0.659,1.278,-5.339,276.2,324.6,275.1,1.9,-45.9
14.11.2017 18:15,3.26,99.6,3.751,96.9,0.578,6.206,-4.694165,0.597,0.872,-7.26,276,321.8,274.5,1.3,-48.61
14.11.2017 18:20,3.065,100,3.657,97.2,0.578,6.208,-4.679327,0.567,0.989,-7.709,275.7,319.9,274.1,0.9,-46.58
14.11.2017 18:25,2.794,100,3.586,97.6,0.578,6.193,-4.727884,0.829,1.06,-6.811,275.5,319.8,274.1,0.9,-38.61
14.11.2017 18:30,2.72,100,3.513,97.7,0.578,6.198,-4.709622,0.859,1.185,-5.115,275.4,321.1,274.3,1.2,-29.58
14.11.2017 18:35,2.797,100,3.505,97.9,0.578,6.175,-4.742196,0.675,1.215,-1.672,275.5,325.0,275.1,2.0,-9.78
14.11.2017 18:40,2.785,100,3.512,98.2,0.578,6.168,-4.775922,0.501,0.693,-0.025,275.6,327.1,275.6,2.4,-1.319
14.11.2017 18:45,2.922,100,3.533,98.3,0.578,6.162,-4.787371,0.579,0.881,1.098,275.7,328.7,275.9,2.8,-0.98
14.11.2017 18:50,3.093,100,3.623,98.3,0.578,6.148,-4.808528,0.603,1.012,1.547,275.9,330.1,276.2,3.1,-1.579
14.11.2017 18:55,3.306,100,3.739,97.9,0.578,6.166,-4.853094,0.535,1.25,1.697,276.1,331.2,276.5,3.3,-2.35
14.11.2017 19:00,3.417,100,3.775,97.8,0.578,6.155,-4.850249,0.505,1.113,1.497,276.3,331.9,276.6,3.5,-2.735
14.11.2017 19:05,3.486,100,3.814,97.8,0.578,6.146,-4.865113,0.388,0.799,1.372,276.4,332.3,276.7,3.5,-2.91
14.11.2017 19:10,3.547,100,3.849,97.6,0.578,6.143,-4.910247,0.574,1.082,1.273,276.5,332.7,276.8,3.6,-3.256
14.11.2017 19:15,3.606,100,3.893,97.4,0.578,6.142,-4.937677,0.553,1.247,1.248,276.6,333.1,276.9,3.7,-3.354
14.11.2017 19:20,3.633,100,3.945,97.1,0.578,6.134,-4.983384,0.414,0.845,1.248,276.6,333.1,276.9,3.7,-3.333
14.11.2017 19:25,3.719,100,4.031,96.5,0.578,6.143,-5.001667,0.379,1.1,1.098,276.7,333.5,276.9,3.8,-2.929
14.11.2017 19:30,3.797,99.6,4.096,96.1,0.578,6.151,-5.029641,0.638,1.313,0.923,276.7,333.3,276.9,3.7,-2.79
14.11.2017 19:35,3.843,99.6,4.112,96.2,0.578,6.145,-5.070161,0.502,1.058,0.749,276.8,333.6,277.0,3.8,-3.07
14.11.2017 19:40,3.853,99.8,4.175,96,0.578,6.153,-5.091813,0.565,1.183,0.749,276.8,333.6,277.0,3.8,-3.335
14.11.2017 19:45,3.89,99.9,4.184,96.1,0.578,6.157,-5.107184,0.407,0.919,0.749,276.9,334.1,277.1,3.9,-3.769
14.11.2017 19:50,3.909,100,4.205,96,0.578,6.161,-5.13685,0.482,0.896,0.749,276.9,334.1,277.1,3.9,-3.846
14.11.2017 19:55,3.912,99.9,4.233,95.8,0.578,6.169,-5.169963,0.576,1.059,0.724,276.9,334.1,277.1,3.9,-3.898
14.11.2017 20:00,3.949,99.9,4.261,95.6,0.578,6.163,-5.208238,0.527,1.08,0.749,276.9,334.1,277.1,3.9,-2.798
14.11.2017 20:05,3.981,100,4.315,95.7,0.578,6.148,-5.215113,0.621,1.15,0.749,277,334.6,277.2,4.0,-3.181
14.11.2017 20:10,4.011,100,4.362,95.5,0.578,6.174,-5.253966,0.709,1.403,0.674,277,334.5,277.1,4.0,-4.308
14.11.2017 20:15,4.047,99.6,4.463,94.7,0.578,6.176,-5.263684,0.61,1.169,0.349,277.1,334.6,277.2,4.0,-4.786
14.11.2017 20:20,4.131,99.2,4.536,94.3,0.578,6.159,-5.273402,0.326,0.563,0.25,277.1,334.5,277.2,4.0,-3.399
14.11.2017 20:25,4.123,99.6,4.511,94.6,0.578,6.178,-5.276273,0.395,0.72,0.424,277.1,334.7,277.2,4.0,-2.397
14.11.2017 20:30,4.147,99.1,4.575,94.1,0.578,6.169,-5.284861,0.448,0.755,0.524,277.2,335.3,277.3,4.2,-2.434
14.11.2017 20:35,4.195,99.3,4.598,94,0.578,6.183,-5.314012,0.435,0.872,0.474,277.2,335.3,277.3,4.1,-2.498
14.11.2017 20:40,4.197,99.5,4.651,93.5,0.578,6.177,-5.326034,0.431,0.755,0.499,277.2,335.3,277.3,4.2,-2.599
14.11.2017 20:45,4.189,99.6,4.681,93.4,0.578,6.191,-5.324914,0.425,0.923,0.499,277.2,335.3,277.3,4.2,-2.497
14.11.2017 20:50,4.208,99.7,4.669,93.6,0.578,6.176,-5.330641,0.36,0.704,0.499,277.2,335.3,277.3,4.2,-3.008
14.11.2017 20:55,4.206,99.7,4.666,93.5,0.578,6.198,-5.33635,0.397,0.773,0.15,277.3,335.4,277.3,4.2,-6.364
14.11.2017 21:00,4.218,99.4,4.72,93.1,0.578,6.183,-5.349473,0.387,0.659,-0.15,277.3,335.1,277.3,4.1,-5.201
14.11.2017 21:05,4.211,99.6,4.745,92.8,0.578,6.185,-5.340891,0.325,0.622,-0.324,277.3,334.9,277.2,4.1,-7.544
14.11.2017 21:10,4.19,99.7,4.694,93.6,0.578,6.196,-5.369433,0.453,0.703,-0.449,277.3,334.8,277.2,4.1,-8.02
14.11.2017 21:15,4.205,99.4,4.708,93,0.578,6.195,-5.367697,0.59,0.953,-0.075,277.3,335.2,277.3,4.1,-4.164
14.11.2017 21:20,4.263,98.7,4.755,92.8,0.578,6.205,-5.369968,0.451,1.01,0.2,277.3,335.5,277.3,4.2,-2.882
14.11.2017 21:25,4.36,97.6,4.763,92.7,0.578,6.208,-5.376244,0.585,0.938,0.1,277.3,335.4,277.3,4.2,-2.743
14.11.2017 21:30,4.423,96.5,4.795,92.4,0.578,6.215,-5.364258,0.44,0.683,-0.1,277.4,335.6,277.4,4.2,-2.95
14.11.2017 21:35,4.484,96.4,4.806,92.5,0.578,6.21,-5.364272,0.448,0.624,-0.225,277.4,335.5,277.4,4.2,-2.969
14.11.2017 21:40,4.446,98,4.767,92.8,0.578,6.215,-5.366564,0.416,0.609,-0.249,277.4,335.5,277.3,4.2,-4.208
14.11.2017 21:45,4.379,98.6,4.715,93.3,0.578,6.211,-5.340843,0.338,0.625,-0.249,277.4,335.5,277.3,4.2,-4.031
14.11.2017 21:50,4.353,98.9,4.692,93.6,0.578,6.22,-5.301972,0.482,0.75,-0.05,277.4,335.7,277.4,4.2,-2.658
14.11.2017 21:55,4.366,98.9,4.724,93,0.578,6.217,-5.31394,0.495,0.897,0.249,277.4,336.0,277.5,4.3,-2.219
14.11.2017 22:00,4.373,98.7,4.776,92.4,0.578,6.211,-5.32649,0.598,0.949,0.249,277.4,336.0,277.5,4.3,-2.247
14.11.2017 22:05,4.429,97.2,4.808,92,0.578,6.232,-5.29678,0.677,0.682,0.1,277.4,335.8,277.4,4.3,-2.706
14.11.2017 22:10,4.53,95.6,4.842,91.9,0.578,6.237,-5.311624,0.459,0.7,-0.349,277.6,336.4,277.5,4.4,-2.85
14.11.2017 22:15,4.534,95.6,4.799,92.3,0.578,6.232,-5.303618,0.459,0.918,-0.399,277.6,336.3,277.5,4.4,-2.577
14.11.2017 22:20,4.546,95.1,4.786,92.1,0.578,6.24,-5.285898,0.648,0.621,-0.649,277.6,336.1,277.5,4.3,-2.447
14.11.2017 22:25,4.533,95.1,4.766,92.3,0.578,6.251,-5.27731,0.329,0.453,-0.724,277.6,336.0,277.5,4.3,-2.475
14.11.2017 22:30,4.534,94.6,4.743,92.3,0.578,6.241,-5.251015,0.486,0.68,-0.724,277.6,336.0,277.5,4.3,-2.467
14.11.2017 22:35,4.527,94.9,4.722,92.4,0.578,6.245,-5.249284,0.448,0.673,-0.748,277.6,336.0,277.4,4.3,-2.966
14.11.2017 22:40,4.503,95.3,4.696,92.7,0.578,6.243,-5.22871,0.338,0.531,-0.699,277.6,336.0,277.5,4.3,-2.906
14.11.2017 22:45,4.472,95.4,4.684,92.5,0.578,6.241,-5.218984,0.379,1.015,-0.724,277.6,336.0,277.5,4.3,-3.398
14.11.2017 22:50,4.453,96.4,4.675,92.9,0.578,6.258,-5.213256,0.552,0.836,-0.449,277.6,336.3,277.5,4.4,-3.289
14.11.2017 22:55,4.437,97,4.652,93,0.578,6.261,-5.194392,0.435,0.684,-0.299,277.5,335.9,277.4,4.3,-3.498
14.11.2017 23:00,4.383,97.6,4.65,93.3,0.578,6.25,-5.182376,0.443,0.764,-0.249,277.5,336.0,277.4,4.3,-3.95
14.11.2017 23:05,4.378,97.8,4.651,93.2,0.578,6.258,-5.174354,0.461,0.766,-0.249,277.5,336.0,277.4,4.3,-3.298
14.11.2017 23:10,4.37,98,4.65,93.4,0.578,6.26,-5.182902,0.5,0.896,-0.175,277.5,336.1,277.5,4.3,-3.457
14.11.2017 23:15,4.367,98.3,4.656,92.9,0.578,6.274,-5.14578,0.468,0.963,0.05,277.4,335.8,277.4,4.3,-3.473
14.11.2017 23:20,4.368,97.7,4.699,92.7,0.578,6.273,-5.139515,0.447,0.762,-0.075,277.4,335.7,277.4,4.2,-3.203
14.11.2017 23:25,4.398,96.8,4.688,92.8,0.578,6.281,-5.151538,0.565,0.924,-0.225,277.5,336.0,277.5,4.3,-2.847
14.11.2017 23:30,4.45,95.6,4.708,92.3,0.578,6.277,-5.112161,0.601,0.866,-0.424,277.5,335.8,277.4,4.3,-2.852
14.11.2017 23:35,4.47,95.1,4.683,92.4,0.578,6.273,-5.09962,0.649,1.022,-0.699,277.6,336.0,277.5,4.3,-2.87
14.11.2017 23:40,4.447,95.3,4.66,92.5,0.578,6.265,-5.073366,0.308,0.381,-0.748,277.6,336.0,277.4,4.3,-3.156
14.11.2017 23:45,4.438,95.1,4.641,92.6,0.578,6.28,-5.048242,0.428,0.56,-0.748,277.6,336.0,277.4,4.3,-3.006
14.11.2017 23:50,4.428,95.1,4.63,92.7,0.577,6.278,-5.069932,0.481,0.775,-0.724,277.6,336.0,277.5,4.3,-2.739
14.11.2017 23:55,4.435,95.3,4.631,92.8,0.577,6.286,-5.053918,0.574,0.834,-0.748,277.6,336.0,277.4,4.3,-3.907
